X,Y,OBJECTID,HASTUS,TRANSLINK_ID,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
502950.5746,6962041.0598,123,168,306519,Wharf St F/S Adelaide St,Wharf St,Rich La,502950.6,6962041.1,-27.465168,153.029863,BRISBANE CITY,3 - Regular with seat,Y,Easy,Hard,Medium,2017/09/26 00:00:00+00
502026.6509,6962577.0248,124,172,306473,St Andrews,Boundary St,Bradley St,502026.7,6962577,-27.460331,153.020511,SPRING HILL,2 - Intermediate,Y,Easy,Medium,Medium,2018/07/27 00:00:00+00
501878.8479,6962666.5476,125,173,,Gregory Terrace Zone A turn around,GREGORY TCE,,501878.8,6962666.6,-27.459523,153.019015,SPRING HILL,2 - Intermediate,N,Hard,Easy,Easy,
501934.1475,6962455.7504,126,174,,Albert Park Stop 174,WICKHAM TCE,,501934.1,6962455.8,-27.461426,153.019575,SPRING HILL,2 - Intermediate,N,Hard,Easy,Easy,
502382.7116,6962353.2125,127,178,306509,Leichhardt Street,Little Edward St,Leichardt St,502382.7,6962353.2,-27.462351,153.024115,SPRING HILL,3 - Regular with seat,Y,Easy,Medium,Medium,2017/11/03 00:00:00+00
502288.1877,6962533.8906,128,180,306472,Spring Hill Post Office Stop 180,Boundary St,Fortescue St,502288.2,6962533.9,-27.46072,153.023158,SPRING HILL,2 - Intermediate,Y,Easy,Hard,Hard,2017/11/03 00:00:00+00
502325.6304,6961983.7062,129,181,,Windmill/City Sights stop,WICKHAM TCE,,502325.6,6961983.7,-27.465687,153.023538,SPRING HILL,4 - Regular,N,Medium,Hard,Hard,
502324.2575,6962560.4678,130,185,307429,Fortescue Street Spring Hill,Fortescue St,Boundary St,502324.3,6962560.5,-27.46048,153.023523,SPRING HILL,4 - Regular,Y,Easy,Hard,Medium,2017/04/24 00:00:00+00
502454.0041,6962619.9242,131,186,307430,Water St Spring Hill,Water St,Laisby Dr,502454,6962619.9,-27.459943,153.024836,SPRING HILL,4 - Regular,Y,Easy,Hard,Medium,2017/11/03 00:00:00+00
503184.3055,6963034.9092,132,201,306538,Brunswick St @ Alfred St (Stop 201),Brunswick St,Alfred St,503184.3,6963034.9,-27.456195,153.032226,FORTITUDE VALLEY,3 - Regular with seat,N,Easy,Hard,Medium,
503318.6575,6962916.575,133,202,307132,Brunswick St @ Wickham St (St 202),Brunswick St,Wickham St,503318.7,6962916.6,-27.457263,153.033586,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/03/14 00:00:00+00
503468.5521,6962912.103,134,203,,Warner St fs Wickham (St 203),WARNER ST,,503468.6,6962912.1,-27.457303,153.035103,FORTITUDE VALLEY,2 - Intermediate,N,Hard,Hard,Hard,
503459.4638,6962920.1915,135,204,300065,Warner St mid-block (Stop 204),Warner St,Ann St,503459.5,6962920.2,-27.45723,153.035011,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Easy,2017/03/10 00:00:00+00
503494.1377,6962889.6101,136,205,306533,Warner St app Ann St (Stop 205),Warner St,Ann St,503494.1,6962889.6,-27.457506,153.035362,FORTITUDE VALLEY,1 - Premium,Y,Easy,Medium,Easy,2015/08/17 00:00:00+00
503565.4938,6962940.7637,137,206,306534,Ballow St app Ann St (Stop 206),Ballow St,Ann St,503565.5,6962940.7,-27.457044,153.036084,FORTITUDE VALLEY,2 - Intermediate,N,Easy,Medium,Hard,
503500.4233,6962755.3594,138,207,307133,Brunswick St @ McLachlan (207),Brunswick St,McLachlan St,503500.4,6962755.4,-27.458718,153.035426,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Medium,Easy,2017/11/01 00:00:00+00
503491.5274,6962744.6176,139,210,,Brunswick St @ Ann St (Stop 210),BRUNSWICK ST,,503491.5,6962744.6,-27.458815,153.035336,FORTITUDE VALLEY,2 - Intermediate,N,Hard,Easy,Easy,
503272.5188,6962938.7407,140,211,307130,Brunswick St f/s Wickham (St 211),Brunswick St,Alfred St,503272.5,6962938.7,-27.457063,153.033119,FORTITUDE VALLEY,3 - Regular with seat,Y,Medium,Easy,Easy,2017/03/14 00:00:00+00
503214.7278,6962989.9301,141,212,307131,Brunswick St @ Alfred St (Stop 212),Brunswick St,Alfred St,503214.7,6962989.9,-27.456601,153.032534,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Medium,2017/11/01 00:00:00+00
503356.4339,6962667.451,142,216,300066,Valley Island (Ann St) (Stop 216),Ann St,Gipps St,503356.4,6962667.5,-27.459512,153.033969,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Medium,Medium,
503259.0811,6962568.6735,143,217,306539,Valley Island (Ann St) (Stop 217),Ann St,Gotha St,503259.1,6962568.7,-27.460404,153.032984,FORTITUDE VALLEY,2 - Intermediate,N,Medium,Easy,Easy,
503288.1337,6962580.2962,144,218,306542,Ann St - Stop 218,Ann St,Kemp Pl,503288.1,6962580.3,-27.460299,153.033278,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Medium,Medium,2018/02/06 00:00:00+00
503269.4534,6962559.3664,145,219,306540,Ann St - Stop 219,Ann St,Kemp Pl,503269.5,6962559.4,-27.460488,153.033089,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Medium,2018/02/06 00:00:00+00
503178.7207,6962454.7158,146,220,306543,Ann St - Stop 220,Ann St,Dodge La,503178.7,6962454.7,-27.461433,153.032171,FORTITUDE VALLEY,2 - Intermediate,N,Easy,Medium,Hard,
503162.7815,6962717.1258,147,225,306535,Wickham St app Little St ,Wickham St,Little St,503162.8,6962717.1,-27.459064,153.032009,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/11/03 00:00:00+00
503137.2619,6962611.9042,148,226,306537,Wickham St app Gotha St (Stop 226),Wickham St,Gotha St,503137.3,6962611.9,-27.460014,153.031751,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Easy,2016/06/01 00:00:00+00
503140.9348,6962678.2524,149,227,306536,Wickham St f/s Gotha St (Stop 227),Wickham St,Little St,503140.9,6962678.3,-27.459415,153.031788,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Medium,2017/11/02 00:00:00+00
503347.1187,6962930.1916,150,228,306531,Wickham St f/s Brunswick (St 228),Wickham St,Brunswick St,503347.1,6962930.2,-27.45714,153.033874,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Medium,
503385.3702,6962972.8262,151,229,,Wickham St @ Warner St (St 229),WICKHAM ST,,503385.4,6962972.8,-27.456755,153.034261,FORTITUDE VALLEY,2 - Intermediate,N,Hard,Easy,Easy,
503118.3035,6962662.4185,152,231,306526,Gotha St - 231,Gotha St,Wickham St,503118.3,6962662.4,-27.459558,153.031559,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Medium,Hard,2016/01/21 00:00:00+00
503201.8264,6963154.5324,153,232,300000,Fortitude Valley - 232,St Pauls Tce,Amelia St,503201.8,6963154.5,-27.455115,153.032403,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Easy,2016/06/01 00:00:00+00
502692.0184,6962551.3098,154,235,306499,Union Street - 235,St Pauls Tce,Boundary St,502692,6962551.3,-27.460562,153.027245,SPRING HILL,2 - Intermediate,Y,Easy,Easy,Hard,2017/11/03 00:00:00+00
502953.1313,6962811.7726,155,236,306527,Gotha/St Pauls (Stop 236),Gotha St,Agnes St,502953.1,6962811.8,-27.45821,153.029887,FORTITUDE VALLEY,3 - Regular with seat,N,Hard,Hard,Hard,
502685.1048,6962564.6033,156,237,306494,Union St - 237,St Pauls Tce,Isaac St,502685.1,6962564.6,-27.460442,153.027175,SPRING HILL,2 - Intermediate,Y,Easy,Easy,Easy,2016/04/21 00:00:00+00
502902.6343,6962789.8529,157,238,306498,Quarry - 238,St Pauls Tce,Warren St,502902.6,6962789.8,-27.458408,153.029376,FORTITUDE VALLEY,2 - Intermediate,N,Hard,Hard,Medium,
502832.1695,6962731.8277,158,239,306495,St Pauls Terrace (Stop 239),St Pauls Tce,Quarry St,502832.2,6962731.8,-27.458932,153.028663,SPRING HILL,4 - Regular,N,Easy,Hard,Hard,
503257.8645,6963197.0519,159,240,306497,Fortitude Valley/St Paul's Terrace (St 240),St Pauls Tce,Julia St,503257.9,6963197.1,-27.454731,153.03297,FORTITUDE VALLEY,4 - Regular,Y,Easy,Medium,Medium,2017/11/01 00:00:00+00
504218.9388,6964115.234,160,241,301589,Evelyn Street - 10,Breakfast Creek Rd,Evelyn St,504218.9,6964115.2,-27.446439,153.042693,NEWSTEAD,2 - Intermediate,Y,Easy,Easy,Easy,2017/10/13 00:00:00+00
504217.5518,6963817.0515,161,242,,Riverpark - 9,BREAKFAST CREEK RD,,504217.6,,-27.449131,153.04268,NEWSTEAD,3 - Regular with seat,N,Hard,Hard,Hard,
503948.1999,6963590.7347,162,244,301562,Knapp Street - 8,Wickham St,Knapp St,503948.2,6963590.7,-27.451175,153.039955,FORTITUDE VALLEY,3 - Regular with seat,N,Easy,Easy,Medium,
504190.6136,6963931.9254,163,245,301563,Riverpark - 9,Breakfast Creek Rd,Cowlishaw St,504190.6,6963931.9,-27.448094,153.042407,NEWSTEAD,2 - Intermediate,Y,Easy,Easy,Easy,2017/06/06 00:00:00+00
504187.0212,6964119.2325,164,246,301584,Evelyn Street - 10,Breakfast Creek Rd,Evelyn St,504187,6964119.2,-27.446403,153.04237,NEWSTEAD,2 - Intermediate,Y,Easy,Easy,Medium,2017/10/13 00:00:00+00
504257.7524,6964334.5378,165,247,301585,Booroodabin - 11,Breakfast Creek Rd,Maud St,504257.8,6964334.5,-27.444459,153.043085,NEWSTEAD,4 - Regular,Y,Easy,Easy,Medium,2017/11/01 00:00:00+00
504327.17,6964460.6763,166,248,301586,Newstead House - 12,Breakfast Creek Rd,Halford St,504327.2,6964460.7,-27.44332,153.043787,NEWSTEAD,3 - Regular with seat,Y,Easy,Easy,Easy,2019/02/15 00:00:00+00
503821.5897,6964457.7425,167,250,,Bowen Hills Abbotsford Road,FOLKESTONE ST,,503821.6,6964457.7,-27.443348,153.038671,BOWEN HILLS,2 - Intermediate,N,Hard,Easy,Easy,
504015.827,6964912.5974,168,253,301602,Allison Street - 16,Abbotsford Rd,Allison St,504015.8,6964912.6,-27.439241,153.040635,BOWEN HILLS,4 - Regular,N,Hard,Hard,Hard,
503922.0191,6964845.9464,169,256,301285,Allison Street - 16,Abbotsford Rd,Edmondstone Rd,503922,6964845.9,-27.439843,153.039686,BOWEN HILLS,3 - Regular with seat,Y,Hard,Easy,Easy,
499441.7275,6967087.0234,170,257,302360,Pickering St - Stop 32,Pickering St,Bowling St,499441.7,6967087,-27.419616,152.994352,ENOGGERA,4 - Regular,Y,Easy,Easy,Medium,2018/01/18 00:00:00+00
499378.8612,6967114.7119,171,258,302367,Pickering Bowl - 33,Pickering St,Bowling St,499378.9,6967114.7,-27.419366,152.993716,ENOGGERA,4 - Regular,Y,Easy,Easy,Hard,
503459.6057,6963423.9571,172,262,301604,Alexandria Street - 11,St Pauls Tce,Alexandria St,503459.6,6963424,-27.452682,153.035011,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Medium,Easy,2018/02/06 00:00:00+00
503464.2584,6963453.4196,173,263,301284,Alexandria Street - 11,St Pauls Tce,Alexandra St,503464.3,6963453.4,-27.452416,153.035058,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Medium,Medium,2018/11/28 00:00:00+00
503756.9354,6964056.3455,174,265,301603,Montpelier Road - 12/13,Abbotsford Rd,Edgar St,503756.9,6964056.4,-27.446972,153.038018,BOWEN HILLS,2 - Intermediate,Y,Easy,Easy,Easy,2017/09/08 00:00:00+00
500322.3679,6960954.1249,175,266,304301,Auchenflower Coronation Drive,CORONATION DR ,Lang Pde,500322.4,6960954.1,-27.474984,153.003263,MILTON,2 - Intermediate,Y,Easy,Easy,Medium,2017/03/31 00:00:00+00
500318.5141,6960925.1041,176,267,304295,Auchenflower Coronation Drive,CORONATION DR ,Lang Pde,500318.5,6960925.1,-27.475246,153.003224,MILTON,2 - Intermediate,Y,Easy,Easy,Medium,2017/03/31 00:00:00+00
500474.2225,6961129.1313,177,268,304302,Park Road - 6,CORONATION DR ,Graham St,500474.2,6961129.1,-27.473404,153.0048,MILTON,2 - Intermediate,N,Medium,Easy,Easy,
500636.2561,6961276.6652,178,271,304303,Cribb Street Coronation Drive,CORONATION DR ,Park Rd,500636.3,6961276.7,-27.472072,153.00644,MILTON,2 - Intermediate,Y,Easy,Easy,Easy,2016/05/24 00:00:00+00
500782.5819,6961381.5528,179,272,,Cribb Street Coronation Drive,CORONATION DR ,,500782.6,6961381.6,-27.471125,153.007921,MILTON,2 - Intermediate,N,Hard,Easy,Easy,
500975.1565,6961588.8941,180,273,304304,Boomerang St Stop 3 Coronation Drive,CORONATION DR ,Cribb St,500975.2,6961588.9,-27.469253,153.00987,MILTON,2 - Intermediate,Y,Medium,Easy,Easy,
502390.6944,6961740.8934,181,276,306561,Ann Street 10A,ANN ST,Albert St,502390.7,6961740.9,-27.467879,153.024197,BRISBANE CITY,2 - Intermediate,Y,Easy,Medium,Easy,2017/09/26 00:00:00+00
502673.2673,6966287.348,182,424,301785,Anderson Street - 21,Maygar St,Anderson St,502673.3,6966287.3,-27.426833,153.027047,WINDSOR,4 - Regular,Y,Easy,Easy,Medium,2019/11/18 00:00:00+00
502703.6171,6966317.2482,183,425,301993,Anderson Street - 21,Maygar St,Brook St,502703.6,6966317.2,-27.426563,153.027354,WINDSOR,2 - Intermediate,N,Easy,Easy,Easy,
502452.4582,6966260.6995,184,426,,Bank Street - 22,MAYGAR ST,,502452.5,6966260.7,-27.427074,153.024813,WINDSOR,4 - Regular,N,Hard,Easy,Easy,
502431.1108,6966268.5681,185,427,,Bank Street - 22,MAYGAR ST,,502431.1,6966268.6,-27.427003,153.024597,WINDSOR,2 - Intermediate,N,Hard,Easy,Easy,
502235.8045,6966251.7687,186,428,301787,Paling Ave - 23,Maygar St,Jean St,502235.8,6966251.8,-27.427155,153.022621,GRANGE,2 - Intermediate,Y,Easy,Medium,Easy,2017/09/08 00:00:00+00
502260.2193,6966262.3978,187,429,,Paling Ave - 23,DAYS RD,,502260.2,6966262.4,-27.427059,153.022868,GRANGE,2 - Intermediate,Y,Easy,Easy,Easy,
502060.8666,6966279.0477,188,430,301788,Eighth Ave - 24,Days Rd,Eighth Av,502060.9,6966279.1,-27.426909,153.020851,GRANGE,2 - Intermediate,N,Medium,Easy,Easy,
502085.1823,6966289.0126,189,431,,Eighth Ave - 24,DAYS RD,,502085.2,6966289,-27.426819,153.021097,GRANGE,2 - Intermediate,Y,Hard,Easy,Easy,
501924.0789,6966303.5492,190,432,,Uxbridge Street - 25,DAYS RD,,501924.1,6966303.6,-27.426688,153.019467,GRANGE,3 - Regular with seat,Y,Easy,Medium,Easy,2017/02/21 00:00:00+00
501949.2841,6966313.2926,191,433,,Uxbridge Street - 25,DAYS RD,,501949.3,6966313.3,-27.4266,153.019722,GRANGE,2 - Intermediate,N,Hard,Easy,Easy,
501738.7621,6966334.4805,192,434,301819,Carroll Cr - 25A,Days Rd,Carroll Cr,501738.8,6966334.5,-27.426409,153.017592,GRANGE,3 - Regular with seat,Y,Easy,Medium,Easy,
501710.1012,6966350.5456,193,435,301988,Carroll Cr - 25A,Days Rd,Lanham Av,501710.1,6966350.6,-27.426264,153.017302,GRANGE,2 - Intermediate,Y,Easy,Easy,Easy,2016/11/30 00:00:00+00
502871.3452,6966316.6564,194,439,301994,Whish Street - 20,Maygar St,Whish St,502871.3,6966316.7,-27.426568,153.029051,WINDSOR,2 - Intermediate,N,Easy,Easy,Easy,
502935.487,6966299.4725,195,440,,Whish Street - 20,MAYGAR ST,,502935.5,6966299.5,-27.426723,153.0297,WINDSOR,3 - Regular with seat,Y,Easy,Easy,Easy,2019/09/13 00:00:00+00
503025.1383,6966320.6071,196,441,301995,McKenzie Street - 19,Maygar St,McKenzie St,503025.1,6966320.6,-27.426532,153.030607,WINDSOR,2 - Intermediate,Y,Easy,Easy,Easy,2017/05/02 00:00:00+00
501869.3048,6966186.035,197,445,,Antill Street - 25/22,KEDRON BROOK RD,,501869.3,6966186,-27.427749,153.018913,WILSTON,3 - Regular with seat,N,Hard,Easy,Easy,
501857.4465,6966200.5471,198,446,301818,Antill Street - 22/25,Kedron Brook Rd,Antill St,501857.4,6966200.6,-27.427618,153.018793,WILSTON,2 - Intermediate,Y,Easy,Medium,Medium,2017/09/29 00:00:00+00
501924.583,6965735.5411,199,447,,Wilston Village Kedron Brook Road,KEDRON BROOK RD,,501924.6,6965735.5,-27.431816,153.019473,WILSTON,2 - Intermediate,N,Hard,Easy,Easy,
502216.8695,6965387.6864,200,448,301814,Ada Street - 18,Kedron Brook Rd,Ada St,502216.9,6965387.7,-27.434956,153.022431,WILSTON,3 - Regular with seat,Y,Medium,Easy,Medium,2018/12/10 00:00:00+00
502253.0392,6965375.2741,201,449,301794,Ada Street - 18,Kedron Brook Rd,Silvester St,502253,6965375.3,-27.435068,153.022797,WILSTON,3 - Regular with seat,Y,Medium,Easy,Easy,2017/10/13 00:00:00+00
502081.0963,6965506.0083,202,450,301815,York Street - 19,Kedron Brook Rd,Jeffery St,502081.1,6965506,-27.433888,153.021057,WILSTON,3 - Regular with seat,Y,Easy,Easy,Easy,2017/10/13 00:00:00+00
502085.1509,6965520.9611,203,451,301793,York Street - 19,Kedron Brook Rd,York St,502085.2,6965521,-27.433753,153.021098,WILSTON,2 - Intermediate,N,Medium,Easy,Medium,
501967.1649,6965639.8325,204,454,301816,Wilston Village Kedron Brook Road,Kedron Brook Rd,Macgregor St,501967.2,6965639.8,-27.43268,153.019904,WILSTON,2 - Intermediate,Y,Easy,Easy,Medium,2016/11/30 00:00:00+00
505794.7938,6969495.8222,205,455,,Sandgate Road,RODE RD,,505794.8,6969495.8,-27.397857,153.058614,WAVELL HEIGHTS,4 - Regular,N,Hard,Easy,Easy,
501817.1712,6965871.5781,206,456,,Olney Street - 21,OLNEY ST,,501817.2,6965871.6,-27.430588,153.018386,WILSTON,3 - Regular with seat,N,Hard,Easy,Easy,
501828.8448,6965946.4542,207,457,301791,Olney Street - 21,Kedron Brook Rd,Angliss St,501828.8,6965946.4,-27.429912,153.018504,WILSTON,2 - Intermediate,N,Hard,Easy,Easy,
501754.9029,6965853.9754,208,460,302004,Olney Street - 21,Olney St,Kedron Brook Rd,501754.9,6965854,-27.430747,153.017756,WILSTON,3 - Regular with seat,N,Easy,Hard,Medium,
501732.2389,6965634.4403,209,461,302009,Ruth Street - 20/21,Lamont Rd,Heather St,501732.2,6965634.4,-27.432729,153.017527,WILSTON,4 - Regular,Y,Medium,Easy,Easy,2017/06/27 00:00:00+00
501738.8541,6965588.0284,210,462,,Ruth Street - 20,LAMONT RD,,501738.9,6965588,-27.433148,153.017594,WILSTON,2 - Intermediate,N,Hard,Easy,Easy,
501693.2657,6965393.6403,211,463,302007,Abuklea Street - 19,Lamont Rd,Abuklea St,501693.3,6965393.6,-27.434903,153.017133,WILSTON,2 - Intermediate,N,Medium,Easy,Hard,
501695.0337,6965314.11,212,464,302006,Abuklea Street - 19,Lamont Rd,Newmarket Rd,501695,6965314.1,-27.435621,153.017151,WILSTON,2 - Intermediate,N,Medium,Easy,Medium,
503138.8686,6965806.8459,213,466,301111,Windsor Park,Lutwyche Rd,Harris St,503138.9,6965806.9,-27.43117,153.031759,WINDSOR,2 - Intermediate,Y,Easy,Medium,Easy,2016/07/18 00:00:00+00
503166.6871,6965602.1431,214,468,301278,Bowen Street - 14,Lutwyche Rd,Bowen St,503166.7,6965602.1,-27.433018,153.032041,WINDSOR,2 - Intermediate,Y,Easy,Easy,Medium,2019/09/13 00:00:00+00
503120.2616,6965314.2739,215,469,301279,Windsor Rail Stop 13 Lutwyche Road,Lutwyche Rd,Le Geyt St,503120.3,6965314.3,-27.435617,153.031572,WINDSOR,2 - Intermediate,Y,Easy,Easy,Easy,
503116.1348,6965409.0907,216,470,301110,Windsor Rail Stop 13 Lutwyche Road,Lutwyche Rd,Eildon Rd,503116.1,6965409.1,-27.434761,153.03153,WINDSOR,2 - Intermediate,Y,Easy,Medium,Easy,
502639.0049,6964606.0371,217,477,301799,Allom Street - 13,Northey St,Allom St,502639,6964606,-27.442012,153.026704,WINDSOR,2 - Intermediate,N,Easy,Easy,Easy,
502790.4973,6964582.7427,218,478,301800,Northey Street Northey Street,Northey St,Allom St,502790.5,6964582.7,-27.442222,153.028237,WINDSOR,2 - Intermediate,Y,Easy,Easy,Easy,2017/05/02 00:00:00+00
502791.1855,6964567.2353,219,480,,Northey Street ,EDGAR ST,,502791.2,6964567.3,-27.442362,153.028244,WINDSOR,3 - Regular with seat,Y,Easy,Easy,Easy,2018/07/12 00:00:00+00
502161.2922,6965191.7511,220,481,,Granville Street - 17,NEWMARKET RD,,502161.3,6965191.8,-27.436725,153.021869,WILSTON,3 - Regular with seat,N,Hard,Easy,Easy,
502519.4468,6964700.6565,221,482,301804,Downey Park - 13A,Green Tce,Melbourne St,502519.4,6964700.7,-27.441158,153.025494,WINDSOR,2 - Intermediate,Y,Medium,Easy,Easy,
502591.8216,6964865.6831,222,483,,Table Tennis Complex - 14,NOBLE ST,,502591.8,6964865.7,-27.439668,153.026226,WINDSOR,4 - Regular,N,Hard,Easy,Easy,
502610.6001,6964872.6574,223,484,301798,Table Tennis Complex - 14,Green Tce,Nicholas St,502610.6,6964872.7,-27.439605,153.026416,WINDSOR,2 - Intermediate,Y,Medium,Easy,Hard,
502664.5977,6965049.4286,224,485,301806,Green Terrace - 15,Green Tce,Newmarket Rd,502664.6,6965049.4,-27.438009,153.026962,WINDSOR,2 - Intermediate,N,Easy,Easy,Easy,
502678.3339,6965045.2165,225,486,301797,Green Terrace - 15,Green Tce,Newmarket Rd,502678.3,6965045.2,-27.438047,153.027101,WINDSOR,2 - Intermediate,Y,Easy,Medium,Medium,2019/09/13 00:00:00+00
502449.2681,6965131.7726,226,487,301807,Oakwal Lane Stop 16 Newmarket Road,Newmarket Rd,Oakwal La,502449.3,6965131.8,-27.437266,153.024783,WINDSOR,2 - Intermediate,Y,Easy,Medium,Easy,2018/12/10 00:00:00+00
502433.2612,6965148.5015,227,488,301796,Oakwal Lane Stop 16 Newmarket Road,Newmarket Rd,Oakwal La,502433.3,6965148.5,-27.437115,153.024621,WINDSOR,2 - Intermediate,N,Easy,Easy,Medium,
502264.6691,6965201.0368,228,489,301795,Silvester Street - 17,Kedron Brook Rd,Newmarket Rd,502264.7,6965201,-27.436641,153.022915,WILSTON,2 - Intermediate,N,Medium,Easy,Hard,
502252.8128,6965218.5401,229,490,301813,Silvester Street - 17,Kedron Brook Rd,Newmarket Rd,502252.8,6965218.5,-27.436483,153.022795,WILSTON,4 - Regular,N,Hard,Easy,Easy,
502219.0042,6965168.3692,230,491,301808,Granville Street - 17,Newmarket Rd,Noble St,502219,6965168.4,-27.436936,153.022453,WILSTON,2 - Intermediate,N,Medium,Easy,Easy,
501810.6529,6965232.902,231,492,301809,Wilston Station - 18,Newmarket Rd,Vardon St,501810.6,6965232.9,-27.436354,153.018321,WILSTON,3 - Regular with seat,N,Hard,Easy,Easy,
501896.2393,6965233.9967,232,494,301811,Wilston Station - 18,Newmarket Rd,Vardon St,501896.2,6965234,-27.436344,153.019187,WILSTON,2 - Intermediate,N,Medium,Easy,Medium,
503038.6292,6964919.3023,233,496,,Lutwyche Road - 11,LUTWYCHE RD,,503038.6,6964919.3,-27.439183,153.030747,WINDSOR,2 - Intermediate,N,Hard,Easy,Easy,
503069.4159,6965125.9843,234,497,301109,Lutwyche Road - 12,Lutwyche Rd,Cartwright St,503069.4,6965126,-27.437317,153.031058,WINDSOR,2 - Intermediate,Y,Easy,Easy,Easy,2019/11/18 00:00:00+00
503069.5815,6964997.4955,235,499,,Lutwyche Road - 11,LUTWYCHE RD,,503069.6,6964997.5,-27.438477,153.03106,WINDSOR,2 - Intermediate,Y,Hard,Easy,Easy,2016/04/14 00:00:00+00
502600.363,6964598.5133,236,501,,Allom Street - 13,DOWNEY ST,,502600.4,6964598.5,-27.44208,153.026313,WINDSOR,4 - Regular,N,Hard,Easy,Easy,
502230.1074,6964269.0565,237,502,,Butterfield Street - 10A,BRAMSTON TCE,,502230.1,6964269.1,-27.445055,153.022567,HERSTON,3 - Regular with seat,N,Hard,Easy,Easy,
502231.5924,6964283.3451,238,503,,Butterfield Street - 10A,BUTTERFIELD ST,,502231.6,6964283.4,-27.444926,153.022582,HERSTON,2 - Intermediate,N,Hard,Easy,Easy,
502064.3811,6964254.1321,239,504,,Aberleigh Road - 11,BUTTERFIELD ST,,502064.4,6964254.1,-27.44519,153.02089,HERSTON,3 - Regular with seat,N,Hard,Easy,Easy,
502022.9823,6964299.2208,240,505,,Aberleigh Road - 11,FAGAN RD,,502023,6964299.2,-27.444783,153.020471,HERSTON,4 - Regular,N,Hard,Easy,Easy,
501901.1366,6964310.3169,241,506,,Butterfield Pre-School - 11A,BUTTERFIELD ST,,501901.1,6964310.3,-27.444683,153.019238,HERSTON,4 - Regular,N,Hard,Easy,Easy,
